"Codigo" "DataHora" "ChuvaHoraria" "Nivel" "Vazao"
"66650000" "2024-11-13 17:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 16:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-13 16:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 16:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-13 16:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-13 15:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 15:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-13 15:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 15:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 14:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 14:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-13 14:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 14:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-13 13:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 13:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 13:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 13:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-13 12:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 12:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 12:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 12:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 11:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 11:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 11:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 11:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 10:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 10:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 10:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 10:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 09:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 09:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 09:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 09:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 08:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 08:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 08:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 08:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 07:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 07:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 07:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 07:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 06:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 06:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 06:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 06:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 05:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 05:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 05:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 05:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 04:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 04:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 04:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 04:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 03:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 03:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 03:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 03:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 02:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 02:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 02:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 02:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 01:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 01:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 01:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 01:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 00:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 00:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 00:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-13 00:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 23:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 23:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 23:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 23:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 22:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 22:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 22:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 22:00:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 21:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 21:30:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 21:15:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 21:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 20:45:00" " 0.0" " 197" "130.80"
"66650000" "2024-11-12 20:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 20:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 20:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 19:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 19:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 19:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 19:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 18:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 18:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 18:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 18:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 17:45:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 17:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 17:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 17:00:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 16:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-12 16:30:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 16:15:00" " 0.0" " 196" "129.55"
"66650000" "2024-11-12 16:00:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-12 15:45:00" " 0.4" " 196" "129.55"
"66650000" "2024-11-12 15:30:00" " 1.2" " 196" "129.55"
"66650000" "2024-11-12 15:15:00" " 4.4" " 196" "129.55"
"66650000" "2024-11-12 15:00:00" " 0.6" " 195" "128.31"
"66650000" "2024-11-12 14:45:00" " 0.2" " 195" "128.31"
"66650000" "2024-11-12 14:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-12 14:15:00" " 0.4" " 194" "127.07"
"66650000" "2024-11-12 14:00:00" " 0.2" " 194" "127.07"
"66650000" "2024-11-12 13:45:00" " 0.6" " 194" "127.07"
"66650000" "2024-11-12 13:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 13:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 13:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 12:45:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-12 12:30:00" " 0.0" " 195" "128.31"
"66650000" "2024-11-12 12:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 12:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 11:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 11:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 11:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 11:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 10:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 10:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 10:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 10:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 09:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 09:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 09:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 09:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 08:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 08:30:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 08:15:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 08:00:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 07:45:00" " 0.0" " 194" "127.07"
"66650000" "2024-11-12 07:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 07:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 07:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 06:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 06:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 06:15:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 06:00:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 05:45:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 05:30:00" " 0.0" " 193" "125.83"
"66650000" "2024-11-12 05:15:00" " 0.0" " 193" "125.83"
