"Codigo" "DataHora" "ChuvaHoraria" "Nivel" "Vazao"
"66710000" "2024-11-13 17:00:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 16:45:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 16:30:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 16:15:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 16:00:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 15:45:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 15:30:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 15:15:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 15:00:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 14:45:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 14:30:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 14:15:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 14:00:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 13:45:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 13:30:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 13:15:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 13:00:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 12:45:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 12:30:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 12:15:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 12:00:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 11:45:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 11:30:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 11:15:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 11:00:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 10:45:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 10:30:00" " 0.0" "245" " 388.69"
"66710000" "2024-11-13 10:15:00" " 0.0" "244" " 386.90"
"66710000" "2024-11-13 10:00:00" " 0.0" "244" " 386.90"
"66710000" "2024-11-13 09:45:00" " 0.0" "244" " 386.90"
"66710000" "2024-11-13 09:30:00" " 0.0" "244" " 386.90"
